tail_rank,role_scope,role_scope_description,aggregation,feature_type,feature_name,candidate_grade,combined_direction,old_direction,new_direction,direction_consistent,old_directional_auc,new_directional_auc,combined_directional_auc,combined_patient_n,combined_patient_n_with_feature,combined_positive_n,combined_negative_n,old_negative_n,new_negative_n,nonpatient_P99,nonpatient_P995,nonpatient_P999,nonpatient_max,old_nonpatient_P99,new_nonpatient_P99,old_patient_above_old_P99_rate,new_patient_above_new_P99_rate,cross_data_p99_relative_diff,cross_data_tail_consistent,patient_P90,patient_P99,patient_above_P99_rate,patient_above_P995_rate,patient_above_P999_rate,tail_separation_ratio,combined_fp_at_P99,combined_fp_at_P995,combined_fp_at_P999,combined_fp_rate_at_P99,combined_fp_rate_at_P995,combined_fp_rate_at_P999,strict_filter_pass,filter_failure_reasons
184,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,raw_face_oval_region_height_asym,,patient_higher,patient_higher,patient_higher,true,0.523514,0.508676,0.537648,603,603,378,225,166,59,0.024702,0.025108,0.026422,0.026790,0.024925,0.012997,0.044643,0.047619,0.478550,false,0.018197,0.032847,0.042328,0.037037,0.037037,0.736630,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.042328 < 0.150000; tail_separation_ratio 0.736630 < 1.500000; cross_data_tail_consistent is false
185,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,median,asymmetry,raw_mouth_corner_vertical_asym,recommended,patient_higher,patient_higher,patient_higher,true,0.565157,0.574657,0.581521,605,605,378,227,168,59,0.072966,0.075553,0.088381,0.092047,0.071764,0.065079,0.032738,0.023810,0.093147,true,0.053739,0.083132,0.029101,0.021164,0.007937,0.736493,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.029101 < 0.150000; tail_separation_ratio 0.736493 < 1.500000
186,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,median,asymmetry,raw_all_mesh_region_height_asym,,patient_higher,patient_higher,patient_higher,true,0.522189,0.532486,0.535994,605,605,378,227,168,59,0.021824,0.023238,0.024482,0.024804,0.022655,0.014888,0.041667,0.023810,0.342830,false,0.016063,0.030411,0.037037,0.037037,0.031746,0.736032,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.037037 < 0.150000; tail_separation_ratio 0.736032 < 1.500000; cross_data_tail_consistent is false
187,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,median,asymmetry,raw_face_oval_region_height_asym,,patient_higher,patient_higher,patient_higher,true,0.521179,0.532486,0.535085,605,605,378,227,168,59,0.021824,0.023238,0.024482,0.024804,0.022655,0.014888,0.041667,0.023810,0.342830,false,0.016063,0.030411,0.037037,0.037037,0.031746,0.736032,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.037037 < 0.150000; tail_separation_ratio 0.736032 < 1.500000; cross_data_tail_consistent is false
188,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,max,asymmetry,raw_eye_aperture_asym,,patient_higher,patient_higher,patient_higher,true,0.528230,0.611380,0.577897,605,605,378,227,168,59,0.017624,0.018838,0.023855,0.025288,0.018379,0.013143,0.014881,0.071429,0.284897,true,0.012970,0.019281,0.023810,0.013228,0.002646,0.735941,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.023810 < 0.150000; tail_separation_ratio 0.735941 < 1.500000
189,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,asymmetry,raw_eyebrow_region_point_spread_asym,,patient_higher,patient_higher,nonpatient_higher,false,0.522259,0.564972,0.527978,603,603,378,225,166,59,0.049161,0.049883,0.056028,0.057781,0.049571,0.027576,0.056548,0.047619,0.443712,false,0.036167,0.071515,0.052910,0.050265,0.031746,0.735690,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.052910 < 0.150000; tail_separation_ratio 0.735690 < 1.500000; cross_data_tail_consistent is false
190,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,raw_eyebrow_region_point_spread_asym,,patient_higher,patient_higher,nonpatient_higher,false,0.522259,0.566586,0.527790,603,603,378,225,166,59,0.049161,0.049883,0.056028,0.057781,0.049571,0.027576,0.056548,0.047619,0.443712,false,0.036167,0.071515,0.052910,0.050265,0.031746,0.735690,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.052910 < 0.150000; tail_separation_ratio 0.735690 < 1.500000; cross_data_tail_consistent is false
191,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,asymmetry,raw_eye_region_point_spread_asym,,patient_higher,patient_higher,patient_higher,true,0.523738,0.546408,0.541282,603,603,378,225,166,59,0.042124,0.043402,0.051562,0.053910,0.043293,0.025366,0.029762,0.023810,0.414091,false,0.030978,0.047727,0.037037,0.026455,0.007937,0.735401,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.037037 < 0.150000; tail_separation_ratio 0.735401 < 1.500000; cross_data_tail_consistent is false
192,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,expression_blendshape,bs_browOuterUpLeft,,patient_higher,patient_higher,nonpatient_higher,false,0.528150,0.570621,0.537911,605,605,378,227,168,59,0.830617,0.884733,0.898432,0.900103,0.851595,0.640896,0.011905,0.000000,0.247417,true,0.610543,0.853575,0.013228,0.007937,0.005291,0.735048,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.013228 < 0.150000; tail_separation_ratio 0.735048 < 1.500000
193,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,median,asymmetry,raw_eyebrow_region_area_asym,recommended,patient_higher,patient_higher,patient_higher,true,0.571960,0.573892,0.589128,604,604,378,226,168,58,0.311586,0.343774,0.354363,0.356227,0.292304,0.314602,0.017857,0.047619,0.070878,true,0.228874,0.318241,0.013228,0.002646,0.000000,0.734544,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.013228 < 0.150000; tail_separation_ratio 0.734544 < 1.500000
194,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,asymmetry,raw_eyebrow_region_area_asym,recommended,patient_higher,patient_higher,patient_higher,true,0.570135,0.574302,0.587700,604,604,378,226,168,58,0.311586,0.343774,0.354363,0.356227,0.292304,0.314602,0.017857,0.047619,0.070878,true,0.228874,0.318241,0.013228,0.002646,0.000000,0.734544,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.013228 < 0.150000; tail_separation_ratio 0.734544 < 1.500000
195,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,asymmetry,bsdiff_mouth_max_abs,,patient_higher,patient_higher,nonpatient_higher,false,0.519044,0.538741,0.530989,605,605,378,227,168,59,0.207268,0.233233,0.263954,0.271892,0.212636,0.150497,0.038690,0.000000,0.292233,true,0.152184,0.326382,0.037037,0.026455,0.018519,0.734236,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.037037 < 0.150000; tail_separation_ratio 0.734236 < 1.500000
196,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,median,asymmetry,bsdiff_brow_mean_abs,,patient_higher,patient_higher,patient_higher,true,0.522357,0.550903,0.542363,604,604,378,226,168,58,0.139696,0.146159,0.148938,0.149499,0.141029,0.135683,0.035714,0.047619,0.037904,true,0.102317,0.181114,0.039683,0.034392,0.029101,0.732428,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.039683 < 0.150000; tail_separation_ratio 0.732428 < 1.500000
197,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,median,asymmetry,bsdiff_mouth_mean_abs,,patient_higher,patient_higher,patient_higher,true,0.512543,0.515189,0.513836,604,604,378,226,168,58,0.067103,0.073424,0.080625,0.082476,0.064285,0.065492,0.041667,0.023810,0.018422,true,0.049076,0.079305,0.037037,0.026455,0.010582,0.731350,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.037037 < 0.150000; tail_separation_ratio 0.731350 < 1.500000
198,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,asymmetry,bsdiff_mouth_mean_abs,,patient_higher,patient_higher,patient_higher,true,0.512153,0.514778,0.513707,604,604,378,226,168,58,0.067103,0.073424,0.080625,0.082476,0.064285,0.065492,0.041667,0.023810,0.018422,true,0.049076,0.079305,0.037037,0.026455,0.010582,0.731350,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.037037 < 0.150000; tail_separation_ratio 0.731350 < 1.500000
199,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,median,asymmetry,raw_lip_midline_deviation,,patient_higher,patient_higher,patient_higher,true,0.568497,0.526231,0.573113,605,605,378,227,168,59,0.021196,0.022207,0.036737,0.040960,0.020331,0.014409,0.056548,0.071429,0.291266,true,0.015483,0.038147,0.044974,0.039683,0.013228,0.730449,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.044974 < 0.150000; tail_separation_ratio 0.730449 < 1.500000
200,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,median,expression_blendshape,bs_browOuterUpRight,,patient_higher,patient_higher,nonpatient_higher,false,0.544714,0.593220,0.532923,605,605,378,227,168,59,0.770949,0.821534,0.857681,0.866118,0.791411,0.694450,0.014881,0.000000,0.122517,true,0.562571,0.817679,0.018519,0.010582,0.010582,0.729713,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.018519 < 0.150000; tail_separation_ratio 0.729713 < 1.500000
201,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,expression_blendshape,bs_eyeLookDownLeft,,patient_higher,patient_higher,patient_higher,true,0.527019,0.613801,0.527278,603,603,378,225,166,59,0.691221,0.728815,0.806956,0.828157,0.708076,0.563403,0.008929,0.142857,0.204319,true,0.504302,0.683518,0.010582,0.007937,0.002646,0.729581,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.729581 < 1.500000
202,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,expression_blendshape,bs_eyeLookDownLeft,,patient_higher,patient_higher,patient_higher,true,0.527019,0.615012,0.526925,603,603,378,225,166,59,0.691221,0.728815,0.806956,0.828157,0.708076,0.563403,0.008929,0.142857,0.204319,true,0.504302,0.683518,0.010582,0.007937,0.002646,0.729581,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.729581 < 1.500000
203,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,median,expression_blendshape,bs_browOuterUpLeft,,patient_higher,patient_higher,nonpatient_higher,false,0.528504,0.572236,0.527131,605,605,378,227,168,59,0.838889,0.894512,0.920843,0.926227,0.861728,0.728700,0.011905,0.000000,0.154374,true,0.611772,0.857114,0.013228,0.007937,0.002646,0.729265,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.013228 < 0.150000; tail_separation_ratio 0.729265 < 1.500000
204,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,asymmetry,bsdiff_brow_max_abs,,patient_higher,patient_higher,patient_higher,true,0.515040,0.533662,0.533104,604,604,378,226,168,58,0.276050,0.287711,0.290782,0.291262,0.266716,0.270842,0.047619,0.047619,0.015235,true,0.201163,0.354470,0.037037,0.031746,0.029101,0.728721,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.037037 < 0.150000; tail_separation_ratio 0.728721 < 1.500000
205,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,asymmetry,raw_brow_inner_height_asym,,patient_higher,patient_higher,patient_higher,true,0.517221,0.526634,0.531617,603,603,378,225,166,59,0.046766,0.048536,0.050914,0.051545,0.046173,0.032157,0.035714,0.023810,0.303556,false,0.034062,0.053778,0.031746,0.026455,0.018519,0.728342,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.031746 < 0.150000; tail_separation_ratio 0.728342 < 1.500000; cross_data_tail_consistent is false
206,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,asymmetry,bsdiff_eyeSquint_abs,,patient_higher,patient_higher,patient_higher,true,0.528026,0.506158,0.551658,604,604,378,226,168,58,0.335523,0.419056,0.446521,0.451063,0.367515,0.192499,0.017857,0.047619,0.476215,false,0.244317,0.383371,0.026455,0.005291,0.002646,0.728168,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.026455 < 0.150000; tail_separation_ratio 0.728168 < 1.500000; cross_data_tail_consistent is false
207,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,asymmetry,raw_brow_inner_height_asym,candidate,patient_higher,patient_higher,patient_higher,true,0.552314,0.550444,0.561802,605,605,378,227,168,59,0.043991,0.045540,0.047942,0.048584,0.043657,0.034300,0.050595,0.023810,0.214331,true,0.032005,0.050431,0.044974,0.039683,0.018519,0.727528,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.044974 < 0.150000; tail_separation_ratio 0.727528 < 1.500000
208,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,median,asymmetry,bsdiff_brow_max_abs,,patient_higher,patient_higher,patient_higher,true,0.514598,0.530378,0.532694,604,604,378,226,168,58,0.276050,0.287711,0.290782,0.291262,0.266716,0.270842,0.047619,0.047619,0.015235,true,0.200771,0.354470,0.037037,0.031746,0.029101,0.727298,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.037037 < 0.150000; tail_separation_ratio 0.727298 < 1.500000
209,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,median,asymmetry,raw_eyebrow_region_point_spread_asym,candidate,patient_higher,patient_higher,patient_higher,true,0.540931,0.576675,0.564984,605,605,378,227,168,59,0.047763,0.048432,0.049627,0.049953,0.048101,0.028242,0.053571,0.047619,0.412864,false,0.034730,0.062972,0.047619,0.042328,0.039683,0.727142,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.047619 < 0.150000; tail_separation_ratio 0.727142 < 1.500000; cross_data_tail_consistent is false
210,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,asymmetry,bsdiff_brow_mean_abs,,patient_higher,patient_higher,patient_higher,true,0.522623,0.549637,0.554670,605,605,378,227,168,59,0.141647,0.153804,0.164302,0.166891,0.147018,0.094576,0.023810,0.095238,0.356704,false,0.102970,0.156580,0.031746,0.015873,0.005291,0.726950,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.031746 < 0.150000; tail_separation_ratio 0.726950 < 1.500000; cross_data_tail_consistent is false
211,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,asymmetry,raw_all_mesh_region_area_asym,candidate,patient_higher,patient_higher,patient_higher,true,0.539505,0.584975,0.586857,604,604,378,226,168,58,0.357269,0.381462,0.396955,0.400579,0.368332,0.215900,0.014881,0.071429,0.413844,false,0.259590,0.373722,0.015873,0.007937,0.005291,0.726597,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.015873 < 0.150000; tail_separation_ratio 0.726597 < 1.500000; cross_data_tail_consistent is false
212,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,asymmetry,raw_eye_region_point_spread_asym,,patient_higher,patient_higher,patient_higher,true,0.522806,0.546812,0.540758,603,603,378,225,166,59,0.042124,0.043402,0.051562,0.053910,0.043293,0.025366,0.029762,0.023810,0.414091,false,0.030605,0.047727,0.037037,0.026455,0.007937,0.726541,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.037037 < 0.150000; tail_separation_ratio 0.726541 < 1.500000; cross_data_tail_consistent is false
213,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,raw_eye_region_point_spread_asym,,patient_higher,patient_higher,patient_higher,true,0.522806,0.546005,0.540711,603,603,378,225,166,59,0.042124,0.043402,0.051562,0.053910,0.043293,0.025366,0.029762,0.023810,0.414091,false,0.030605,0.047727,0.037037,0.026455,0.007937,0.726541,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.037037 < 0.150000; tail_separation_ratio 0.726541 < 1.500000; cross_data_tail_consistent is false
214,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,expression_blendshape,bs_browOuterUpRight,,patient_higher,patient_higher,nonpatient_higher,false,0.548292,0.582728,0.545964,605,605,378,227,168,59,0.747587,0.822153,0.846207,0.850435,0.782391,0.638990,0.014881,0.000000,0.183285,true,0.542827,0.821138,0.015873,0.010582,0.010582,0.726106,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.015873 < 0.150000; tail_separation_ratio 0.726106 < 1.500000
215,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,asymmetry,raw_lip_midline_deviation,recommended,patient_higher,patient_higher,patient_higher,true,0.583608,0.600575,0.601805,604,604,378,226,168,58,0.028893,0.035584,0.065324,0.073722,0.032032,0.020260,0.059524,0.047619,0.367513,false,0.020979,0.054839,0.058201,0.037037,0.007937,0.726098,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.058201 < 0.150000; tail_separation_ratio 0.726098 < 1.500000; cross_data_tail_consistent is false
216,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,median,asymmetry,bsdiff_eye_max_abs,,patient_higher,patient_higher,patient_higher,true,0.560055,0.521388,0.566126,605,605,378,227,168,59,0.445729,0.457149,0.527546,0.547637,0.450547,0.363418,0.017857,0.023810,0.193385,true,0.323008,0.509198,0.015873,0.015873,0.010582,0.724675,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.015873 < 0.150000; tail_separation_ratio 0.724675 < 1.500000
217,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,asymmetry,raw_lip_midline_deviation,recommended,patient_higher,patient_higher,patient_higher,true,0.565476,0.598522,0.575332,604,604,378,226,168,58,0.023827,0.024488,0.049970,0.057341,0.024081,0.018676,0.041667,0.071429,0.224451,true,0.017234,0.047761,0.039683,0.037037,0.010582,0.723302,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.039683 < 0.150000; tail_separation_ratio 0.723302 < 1.500000
